target_set_version,target_family,target_key,target_label,target_year,central_value,plausible_lower,plausible_upper,unit,interval_kind,provenance_class,source_id,source_url_or_doi,range_method,rationale,last_reviewed
calibration-target-ranges-v1,drug_class_share,Anti-MRSA Cephalosporins (5G),Anti-MRSA Cephalosporins (5G),2025,0.199005,0.03,0.6,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Siderophore Cephalosporins,Siderophore Cephalosporins,2025,0.099502,0.01,0.4,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Novel BL/BLI,Novel BL/BLI,2025,0.199005,0.03,0.8,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Monobactams,Monobactams,2025,0.497512,0.1,1.5,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Macrolides (J01F),Macrolides (J01F),2025,10.945274,7.0,15.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Lincosamides (J01FF),Lincosamides (J01FF),2025,1.99005,1.0,4.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Quinolones/Fluoroquinolones (J01M),Quinolones/Fluoroquinolones (J01M),2025,9.950249,6.0,15.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Tetracyclines (J01A),Tetracyclines (J01A),2025,5.970149,3.0,10.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Carbapenems (J01DH),Carbapenems (J01DH),2025,1.99005,1.0,4.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Aminoglycosides (J01G),Aminoglycosides (J01G),2025,1.99005,1.0,4.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Sulfonamides (J01E),Sulfonamides (J01E),2025,3.9801,2.0,8.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Nitrofurans (J01XE),Nitrofurans (J01XE),2025,2.985075,1.5,7.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Fosfomycin (J01XX01),Fosfomycin (J01XX01),2025,0.995025,0.3,2.5,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Glycopeptides (J01XA),Glycopeptides (J01XA),2025,1.99005,0.8,4.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Lipoglycopeptides & Oxazolidinones,Lipoglycopeptides & Oxazolidinones,2025,0.995025,0.3,2.5,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Lipopeptides (J01XX09),Lipopeptides (J01XX09),2025,0.497512,0.1,1.5,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Fidaxomicin,Fidaxomicin,2025,0.099502,0.01,0.4,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Nitroimidazoles,Nitroimidazoles,2025,0.995025,0.3,3.0,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Polymyxins (J01XB),Polymyxins (J01XB),2025,0.049751,0.005,0.2,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Rifamycins (J04AB),Rifamycins (J04AB),2025,0.149254,0.03,0.6,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Chloramphenicol (J01BA),Chloramphenicol (J01BA),2025,0.099502,0.01,0.5,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,drug_class_share,Other Antibiotics,Other Antibiotics,2025,0.099502,0.01,0.6,percent,expert_plausible_range,source_informed_transformed,who_glass_amu_2022_and_existing_coarse_class_ranges,https://www.who.int/publications/i/item/9789240108127,Marginal expert range informed by heterogeneous national class-use data and data/number_on_drug_by_class.csv.,"The 28 class shares form one composition, but these marginal ranges are not a joint confidence region and are not required to sum to 100%.",2026-07-28
calibration-target-ranges-v1,infection_incidence,acinetobacter baumannii,acinetobacter baumannii,2025,0.00015,7.5e-05,0.0003,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,citrobacter spp.,citrobacter spp.,2025,8e-05,2.7e-05,0.00024,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,enterobacter spp.,enterobacter spp.,2025,0.00012,3e-05,0.00048,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,enterococcus faecalis,enterococcus faecalis,2025,0.00025,8.3e-05,0.00075,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,enterococcus faecium,enterococcus faecium,2025,0.00015,7.5e-05,0.0003,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,escherichia coli,escherichia coli,2025,0.025,0.013,0.05,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,klebsiella pneumoniae,klebsiella pneumoniae,2025,0.0015,0.00075,0.003,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,morganella spp.,morganella spp.,2025,5e-05,1.3e-05,0.0002,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,proteus spp.,proteus spp.,2025,0.0003,0.0001,0.0009,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,serratia spp.,serratia spp.,2025,6e-05,2e-05,0.00018,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,pseudomonas aeruginosa,pseudomonas aeruginosa,2025,0.0004,0.0002,0.0008,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,stenotrophomonas maltophilia,stenotrophomonas maltophilia,2025,3e-05,1e-05,9e-05,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,staphylococcus aureus,staphylococcus aureus,2025,0.01,0.005,0.02,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,staphylococcus epidermidis,staphylococcus epidermidis,2025,0.0002,6.7e-05,0.0006,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,streptococcus pneumoniae,streptococcus pneumoniae,2025,0.02,0.01,0.04,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,salmonella enterica serovar typhi,salmonella enterica serovar typhi,2025,0.0011,0.0008,0.0015,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,salmonella enterica serovar paratyphi a,salmonella enterica serovar paratyphi a,2025,0.0006,0.0003,0.0012,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,invasive non-typhoidal salmonella spp.,invasive non-typhoidal salmonella spp.,2025,0.0004,0.00013,0.0012,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,shigella spp.,shigella spp.,2025,0.024,0.012,0.048,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,neisseria gonorrhoeae,neisseria gonorrhoeae,2025,0.01,0.007,0.013,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,streptococcus pyogenes,streptococcus pyogenes,2025,0.002,0.00067,0.006,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,streptococcus agalactiae,streptococcus agalactiae,2025,0.0003,0.0001,0.0009,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,haemophilus influenzae,haemophilus influenzae,2025,0.0008,0.00027,0.0024,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,chlamydia trachomatis,chlamydia trachomatis,2025,0.016,0.012,0.02,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,vibrio cholerae,vibrio cholerae,2025,0.0005,0.00015,0.0006,proportion,derived_plausible_range,source_informed_transformed,who_cholera_global_cases,https://www.who.int/news-room/fact-sheets/detail/cholera,"WHO 1.3-4.0 million annual case range divided by 8.2 billion, with a rounded upper bound that contains the existing 4.1 million target.","The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,neisseria meningitidis,neisseria meningitidis,2025,6e-05,2e-05,0.00018,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,listeria monocytogenes,listeria monocytogenes,2025,4e-06,1e-06,1.6e-05,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,clostridioides difficile,clostridioides difficile,2025,0.00025,6.3e-05,0.001,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,campylobacter jejuni,campylobacter jejuni,2025,0.012,0.006,0.024,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,enterobacter cloacae,enterobacter cloacae,2025,0.0001,3.3e-05,0.0003,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,yersinia enterocolitica,yersinia enterocolitica,2025,5e-05,1.7e-05,0.00015,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,moraxella catarrhalis,moraxella catarrhalis,2025,0.0008,0.00027,0.0024,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,treponema pallidum,treponema pallidum,2025,0.001,0.0007,0.0013,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,bordetella pertussis,bordetella pertussis,2025,0.002,0.001,0.003,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,helicobacter pylori,helicobacter pylori,2025,0.025,0.0083,0.075,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,mdr mycobacterium tuberculosis,mdr mycobacterium tuberculosis,2025,5e-05,4e-05,7e-05,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,bacteroides fragilis,bacteroides fragilis,2025,0.0004,0.0001,0.0016,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,mycoplasma genitalium,mycoplasma genitalium,2025,0.004,0.002,0.008,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
