region,source_region,un_location_code,year,age,population_thousands,source_row
north_america,Northern America,905,2023,59,4942.488,19558
north_america,Northern America,905,2023,60,4941.546,19558
north_america,Northern America,905,2023,61,4948.0735,19558
north_america,Northern America,905,2023,62,4913.182,19558
north_america,Northern America,905,2023,63,4825.696,19558
north_america,Northern America,905,2023,64,4739.6625,19558
north_america,Northern America,905,2023,65,4632.049,19558
north_america,Northern America,905,2023,66,4489.6115,19558
north_america,Northern America,905,2023,67,4346.7,19558
north_america,Northern America,905,2023,68,4212.2535,19558
north_america,Northern America,905,2023,69,4042.852,19558
north_america,Northern America,905,2023,70,3842.2985,19558
north_america,Northern America,905,2023,71,3643.104,19558
north_america,Northern America,905,2023,72,3461.775,19558
north_america,Northern America,905,2023,73,3318.6105,19558
north_america,Northern America,905,2023,74,3204.939,19558
north_america,Northern America,905,2023,75,3125.1635,19558
north_america,Northern America,905,2023,76,2949.235,19558
north_america,Northern America,905,2023,77,2536.3185,19558
north_america,Northern America,905,2023,78,2231.174,19558
north_america,Northern America,905,2023,79,2143.1905,19558
north_america,Northern America,905,2023,80,2012.1695,19558
north_america,Northern America,905,2023,81,1784.905,19558
north_america,Northern America,905,2023,82,1549.4005,19558
north_america,Northern America,905,2023,83,1385.861,19558
north_america,Northern America,905,2023,84,1265.722,19558
north_america,Northern America,905,2023,85,1147.588,19558
north_america,Northern America,905,2023,86,1023.657,19558
north_america,Northern America,905,2023,87,910.947,19558
north_america,Northern America,905,2023,88,802.368,19558
north_america,Northern America,905,2023,89,689.294,19558
north_america,Northern America,905,2023,90,588.495,19558
north_america,Northern America,905,2023,91,499.6395,19558
north_america,Northern America,905,2023,92,414.9155,19558
north_america,Northern America,905,2023,93,334.507,19558
north_america,Northern America,905,2023,94,260.4785,19558
north_america,Northern America,905,2023,95,198.8295,19558
north_america,Northern America,905,2023,96,146.3425,19558
north_america,Northern America,905,2023,97,104.933,19558
north_america,Northern America,905,2023,98,73.5795,19558
north_america,Northern America,905,2023,99,49.473,19558
north_america,Northern America,905,2023,100+,79.8495,19558
south_america,South America,931,2023,0,5650.9885,18448
south_america,South America,931,2023,1,5696.51,18448
south_america,South America,931,2023,2,5763.559,18448
south_america,South America,931,2023,3,5914.1665,18448
south_america,South America,931,2023,4,6112.9675,18448
south_america,South America,931,2023,5,6220.0605,18448
south_america,South America,931,2023,6,6254.2035,18448
south_america,South America,931,2023,7,6343.4685,18448
south_america,South America,931,2023,8,6437.1245,18448
south_america,South America,931,2023,9,6441.8405,18448
south_america,South America,931,2023,10,6438.522,18448
south_america,South America,931,2023,11,6473.377,18448
south_america,South America,931,2023,12,6504.3695,18448
south_america,South America,931,2023,13,6524.7385,18448
south_america,South America,931,2023,14,6552.938,18448
south_america,South America,931,2023,15,6573.358,18448
south_america,South America,931,2023,16,6602.37,18448
south_america,South America,931,2023,17,6641.9175,18448
south_america,South America,931,2023,18,6658.4965,18448
south_america,South America,931,2023,19,6655.294,18448
south_america,South America,931,2023,20,6680.8385,18448
south_america,South America,931,2023,21,6734.575,18448
south_america,South America,931,2023,22,6790.9465,18448
south_america,South America,931,2023,23,6847.253,18448
south_america,South America,931,2023,24,6888.9295,18448
south_america,South America,931,2023,25,6888.7275,18448
south_america,South America,931,2023,26,6858.576,18448
south_america,South America,931,2023,27,6842.3315,18448
south_america,South America,931,2023,28,6824.005,18448
south_america,South America,931,2023,29,6793.314,18448
south_america,South America,931,2023,30,6753.6265,18448
south_america,South America,931,2023,31,6728.3925,18448
south_america,South America,931,2023,32,6718.1005,18448
south_america,South America,931,2023,33,6699.0395,18448
south_america,South America,931,2023,34,6678.6225,18448
south_america,South America,931,2023,35,6653.6005,18448
south_america,South America,931,2023,36,6632.043,18448
south_america,South America,931,2023,37,6599.555,18448
south_america,South America,931,2023,38,6556.864,18448
south_america,South America,931,2023,39,6514.8235,18448
south_america,South America,931,2023,40,6457.5425,18448
south_america,South America,931,2023,41,6376.355,18448
south_america,South America,931,2023,42,6274.641,18448
south_america,South America,931,2023,43,6159.102,18448
south_america,South America,931,2023,44,6034.587,18448
south_america,South America,931,2023,45,5906.7295,18448
south_america,South America,931,2023,46,5770.73,18448
south_america,South America,931,2023,47,5625.5165,18448
south_america,South America,931,2023,48,5483.846,18448
south_america,South America,931,2023,49,5360.713,18448
south_america,South America,931,2023,50,5245.5335,18448
south_america,South America,931,2023,51,5126.6225,18448
south_america,South America,931,2023,52,5009.889,18448
south_america,South America,931,2023,53,4897.5035,18448
south_america,South America,931,2023,54,4797.2505,18448
south_america,South America,931,2023,55,4713.8345,18448
south_america,South America,931,2023,56,4642.7635,18448
south_america,South America,931,2023,57,4572.375,18448
south_america,South America,931,2023,58,4496.607,18448
south_america,South America,931,2023,59,4405.0435,18448
south_america,South America,931,2023,60,4287.8995,18448
south_america,South America,931,2023,61,4150.355,18448
south_america,South America,931,2023,62,4005.9775,18448
south_america,South America,931,2023,63,3857.669,18448
south_america,South America,931,2023,64,3700.288,18448
south_america,South America,931,2023,65,3537.6035,18448
south_america,South America,931,2023,66,3374.078,18448
south_america,South America,931,2023,67,3208.52,18448
south_america,South America,931,2023,68,3043.6265,18448
south_america,South America,931,2023,69,2881.9625,18448
south_america,South America,931,2023,70,2722.216,18448
south_america,South America,931,2023,71,2563.275,18448
south_america,South America,931,2023,72,2405.543,18448
south_america,South America,931,2023,73,2253.9085,18448
south_america,South America,931,2023,74,2082.9505,18448
south_america,South America,931,2023,75,1904.2675,18448
south_america,South America,931,2023,76,1742.5705,18448
south_america,South America,931,2023,77,1591.764,18448
south_america,South America,931,2023,78,1456.8025,18448
south_america,South America,931,2023,79,1328.4995,18448
south_america,South America,931,2023,80,1203.8645,18448
south_america,South America,931,2023,81,1084.469,18448
south_america,South America,931,2023,82,968.3765,18448
south_america,South America,931,2023,83,858.375,18448
south_america,South America,931,2023,84,753.942,18448
south_america,South America,931,2023,85,654.028,18448
south_america,South America,931,2023,86,561.533,18448
south_america,South America,931,2023,87,476.36,18448
south_america,South America,931,2023,88,399.985,18448
south_america,South America,931,2023,89,332.332,18448
south_america,South America,931,2023,90,271.612,18448
south_america,South America,931,2023,91,217.8235,18448
south_america,South America,931,2023,92,171.339,18448
south_america,South America,931,2023,93,132.386,18448
south_america,South America,931,2023,94,100.4275,18448
south_america,South America,931,2023,95,74.2875,18448
south_america,South America,931,2023,96,53.3385,18448
south_america,South America,931,2023,97,37.302,18448
south_america,South America,931,2023,98,25.5155,18448
south_america,South America,931,2023,99,17.0135,18448
south_america,South America,931,2023,100+,28.4695,18448
europe,Europe,908,2023,0,6429.1385,11491
europe,Europe,908,2023,1,6726.2965,11491
europe,Europe,908,2023,2,6938.987,11491
europe,Europe,908,2023,3,7061.207,11491
europe,Europe,908,2023,4,7299.559,11491
europe,Europe,908,2023,5,7548.475,11491
europe,Europe,908,2023,6,7894.4555,11491
europe,Europe,908,2023,7,8106.554,11491
europe,Europe,908,2023,8,8139.724,11491
europe,Europe,908,2023,9,8184.2445,11491
europe,Europe,908,2023,10,8256.5415,11491
europe,Europe,908,2023,11,8281.201,11491
europe,Europe,908,2023,12,8225.1295,11491
europe,Europe,908,2023,13,8242.605,11491
europe,Europe,908,2023,14,8289.954,11491
europe,Europe,908,2023,15,8192.9725,11491
europe,Europe,908,2023,16,7984.6345,11491
europe,Europe,908,2023,17,7849.7935,11491
europe,Europe,908,2023,18,7801.008,11491
europe,Europe,908,2023,19,7767.6735,11491
europe,Europe,908,2023,20,7707.326,11491
europe,Europe,908,2023,21,7686.2755,11491
europe,Europe,908,2023,22,7822.719,11491
europe,Europe,908,2023,23,7931.049,11491
europe,Europe,908,2023,24,8010.4615,11491
europe,Europe,908,2023,25,8141.0465,11491
europe,Europe,908,2023,26,8240.4505,11491
europe,Europe,908,2023,27,8387.0555,11491
europe,Europe,908,2023,28,8567.434,11491
europe,Europe,908,2023,29,8771.876,11491
europe,Europe,908,2023,30,9126.9395,11491
europe,Europe,908,2023,31,9563.3125,11491
europe,Europe,908,2023,32,9993.8895,11491
europe,Europe,908,2023,33,10276.801,11491
europe,Europe,908,2023,34,10417.9475,11491
europe,Europe,908,2023,35,10570.7735,11491
europe,Europe,908,2023,36,10657.05,11491
europe,Europe,908,2023,37,10658.459,11491
europe,Europe,908,2023,38,10566.859,11491
europe,Europe,908,2023,39,10539.4765,11491
europe,Europe,908,2023,40,10545.153,11491
europe,Europe,908,2023,41,10410.035,11491
europe,Europe,908,2023,42,10542.2505,11491
europe,Europe,908,2023,43,10617.751,11491
europe,Europe,908,2023,44,10409.12,11491
europe,Europe,908,2023,45,10333.7255,11491
europe,Europe,908,2023,46,10321.133,11491
europe,Europe,908,2023,47,10354.5845,11491
europe,Europe,908,2023,48,10358.0195,11491
europe,Europe,908,2023,49,10249.151,11491
europe,Europe,908,2023,50,10235.761,11491
europe,Europe,908,2023,51,10317.617,11491
europe,Europe,908,2023,52,10367.393,11491
europe,Europe,908,2023,53,10379.6275,11491
europe,Europe,908,2023,54,10270.2995,11491
europe,Europe,908,2023,55,10202.1815,11491
europe,Europe,908,2023,56,10152.902,11491
europe,Europe,908,2023,57,10186.75,11491
europe,Europe,908,2023,58,10318.663,11491
europe,Europe,908,2023,59,10321.058,11491
europe,Europe,908,2023,60,10211.767,11491
europe,Europe,908,2023,61,10121.393,11491
europe,Europe,908,2023,62,10102.503,11491
europe,Europe,908,2023,63,9968.0665,11491
europe,Europe,908,2023,64,9670.71,11491
europe,Europe,908,2023,65,9399.505,11491
europe,Europe,908,2023,66,9161.6525,11491
europe,Europe,908,2023,67,8925.4165,11491
europe,Europe,908,2023,68,8670.7745,11491
europe,Europe,908,2023,69,8304.5965,11491
europe,Europe,908,2023,70,8024.8835,11491
europe,Europe,908,2023,71,7798.0575,11491
europe,Europe,908,2023,72,7577.1495,11491
europe,Europe,908,2023,73,7472.9265,11491
europe,Europe,908,2023,74,7077.968,11491
europe,Europe,908,2023,75,6655.177,11491
europe,Europe,908,2023,76,6151.425,11491
europe,Europe,908,2023,77,5211.419,11491
europe,Europe,908,2023,78,4645.188,11491
europe,Europe,908,2023,79,4401.8765,11491
europe,Europe,908,2023,80,4169.487,11491
europe,Europe,908,2023,81,4163.132,11491
europe,Europe,908,2023,82,4197.4495,11491
europe,Europe,908,2023,83,4054.883,11491
europe,Europe,908,2023,84,3747.0525,11491
europe,Europe,908,2023,85,3401.2635,11491
europe,Europe,908,2023,86,2997.254,11491
europe,Europe,908,2023,87,2574.682,11491
europe,Europe,908,2023,88,2169.366,11491
europe,Europe,908,2023,89,1793.7935,11491
europe,Europe,908,2023,90,1534.5155,11491
europe,Europe,908,2023,91,1313.218,11491
europe,Europe,908,2023,92,1083.7645,11491
europe,Europe,908,2023,93,867.5985,11491
europe,Europe,908,2023,94,670.505,11491
europe,Europe,908,2023,95,499.21,11491
europe,Europe,908,2023,96,361.373,11491
europe,Europe,908,2023,97,255.0505,11491
europe,Europe,908,2023,98,172.156,11491
europe,Europe,908,2023,99,111.938,11491
europe,Europe,908,2023,100+,162.1965,11491
asia,Asia,935,2023,0,64673.1775,7273
asia,Asia,935,2023,1,65213.0275,7273
asia,Asia,935,2023,2,66414.1545,7273
asia,Asia,935,2023,3,68960.656,7273
asia,Asia,935,2023,4,71407.5115,7273
asia,Asia,935,2023,5,73525.05,7273
asia,Asia,935,2023,6,75483.7325,7273
asia,Asia,935,2023,7,75660.7615,7273
asia,Asia,935,2023,8,75884.4735,7273
asia,Asia,935,2023,9,76652.9805,7273
asia,Asia,935,2023,10,77640.9565,7273
asia,Asia,935,2023,11,77499.9605,7273
asia,Asia,935,2023,12,76424.903,7273
asia,Asia,935,2023,13,76264.12,7273
asia,Asia,935,2023,14,75843.8495,7273
asia,Asia,935,2023,15,74888.0215,7273
asia,Asia,935,2023,16,73940.136,7273
asia,Asia,935,2023,17,73214.939,7273
asia,Asia,935,2023,18,72830.5195,7273
asia,Asia,935,2023,19,72544.12,7273
asia,Asia,935,2023,20,72342.3185,7273
asia,Asia,935,2023,21,72403.3825,7273
asia,Asia,935,2023,22,72745.1095,7273
asia,Asia,935,2023,23,72281.298,7273
asia,Asia,935,2023,24,71524.491,7273
asia,Asia,935,2023,25,71640.102,7273
asia,Asia,935,2023,26,71943.689,7273
asia,Asia,935,2023,27,72257.3585,7273
asia,Asia,935,2023,28,72433.4875,7273
asia,Asia,935,2023,29,72494.5195,7273
asia,Asia,935,2023,30,72713.7605,7273
asia,Asia,935,2023,31,73392.669,7273
asia,Asia,935,2023,32,76087.5975,7273
asia,Asia,935,2023,33,77596.686,7273
asia,Asia,935,2023,34,76201.016,7273
asia,Asia,935,2023,35,75653.1635,7273
asia,Asia,935,2023,36,74872.096,7273
asia,Asia,935,2023,37,72690.107,7273
asia,Asia,935,2023,38,70572.3835,7273
asia,Asia,935,2023,39,68575.7035,7273
asia,Asia,935,2023,40,68085.5255,7273
asia,Asia,935,2023,41,67235.629,7273
asia,Asia,935,2023,42,64729.4615,7273
asia,Asia,935,2023,43,62739.65,7273
asia,Asia,935,2023,44,60624.762,7273
asia,Asia,935,2023,45,58905.3255,7273
asia,Asia,935,2023,46,58611.693,7273
asia,Asia,935,2023,47,58759.656,7273
asia,Asia,935,2023,48,59245.325,7273
asia,Asia,935,2023,49,60234.5075,7273
asia,Asia,935,2023,50,60425.0685,7273
asia,Asia,935,2023,51,60139.9725,7273
asia,Asia,935,2023,52,60081.6305,7273
asia,Asia,935,2023,53,59254.3485,7273
asia,Asia,935,2023,54,58036.9005,7273
asia,Asia,935,2023,55,55349.2085,7273
asia,Asia,935,2023,56,52869.8665,7273
asia,Asia,935,2023,57,52651.597,7273
asia,Asia,935,2023,58,51945.662,7273
asia,Asia,935,2023,59,51939.503,7273
asia,Asia,935,2023,60,49415.831,7273
asia,Asia,935,2023,61,41746.7895,7273
asia,Asia,935,2023,62,37042.982,7273
asia,Asia,935,2023,63,36330.751,7273
asia,Asia,935,2023,64,36564.9675,7273
asia,Asia,935,2023,65,37711.315,7273
asia,Asia,935,2023,66,36687.637,7273
asia,Asia,935,2023,67,35079.4895,7273
asia,Asia,935,2023,68,34004.3375,7273
asia,Asia,935,2023,69,31966.7535,7273
asia,Asia,935,2023,70,30487.307,7273
asia,Asia,935,2023,71,28432.9315,7273
asia,Asia,935,2023,72,26139.075,7273
asia,Asia,935,2023,73,24032.783,7273
asia,Asia,935,2023,74,21465.6835,7273
asia,Asia,935,2023,75,19495.472,7273
asia,Asia,935,2023,76,17697.119,7273
asia,Asia,935,2023,77,15631.6175,7273
asia,Asia,935,2023,78,13822.0235,7273
asia,Asia,935,2023,79,12671.214,7273
asia,Asia,935,2023,80,11685.8565,7273
asia,Asia,935,2023,81,10738.889,7273
asia,Asia,935,2023,82,9727.312,7273
asia,Asia,935,2023,83,8570.058,7273
asia,Asia,935,2023,84,7497.8685,7273
asia,Asia,935,2023,85,6614.7,7273
asia,Asia,935,2023,86,5791.547,7273
asia,Asia,935,2023,87,4988.8125,7273
asia,Asia,935,2023,88,4197.907,7273
asia,Asia,935,2023,89,3461.666,7273
asia,Asia,935,2023,90,2787.5155,7273
asia,Asia,935,2023,91,2184.373,7273
asia,Asia,935,2023,92,1702.1555,7273
asia,Asia,935,2023,93,1292.2605,7273
asia,Asia,935,2023,94,952.2575,7273
asia,Asia,935,2023,95,687.0525,7273
asia,Asia,935,2023,96,481.846,7273
asia,Asia,935,2023,97,336.2665,7273
asia,Asia,935,2023,98,230.1245,7273
asia,Asia,935,2023,99,151.1515,7273
asia,Asia,935,2023,100+,245.505,7273
africa,Africa,903,2023,0,44111.383,2537
africa,Africa,903,2023,1,42973.452,2537
africa,Africa,903,2023,2,42158.287,2537
africa,Africa,903,2023,3,41414.482,2537
africa,Africa,903,2023,4,40769.1,2537
africa,Africa,903,2023,5,40216.045,2537
africa,Africa,903,2023,6,39628.86,2537
africa,Africa,903,2023,7,39027.8765,2537
africa,Africa,903,2023,8,38444.2095,2537
africa,Africa,903,2023,9,37745.2675,2537
africa,Africa,903,2023,10,37012.626,2537
africa,Africa,903,2023,11,36278.3895,2537
africa,Africa,903,2023,12,35531.81,2537
africa,Africa,903,2023,13,34736.671,2537
africa,Africa,903,2023,14,33876.561,2537
africa,Africa,903,2023,15,32989.741,2537
africa,Africa,903,2023,16,32077.2525,2537
africa,Africa,903,2023,17,31142.0465,2537
africa,Africa,903,2023,18,30157.0415,2537
africa,Africa,903,2023,19,29186.1435,2537
africa,Africa,903,2023,20,28294.1845,2537
africa,Africa,903,2023,21,27471.779,2537
africa,Africa,903,2023,22,26679.604,2537
africa,Africa,903,2023,23,25869.9515,2537
africa,Africa,903,2023,24,25040.953,2537
africa,Africa,903,2023,25,24298.8065,2537
africa,Africa,903,2023,26,23675.965,2537
africa,Africa,903,2023,27,23077.447,2537
africa,Africa,903,2023,28,22432.2205,2537
africa,Africa,903,2023,29,21819.766,2537
africa,Africa,903,2023,30,21266.4295,2537
africa,Africa,903,2023,31,20699.1685,2537
africa,Africa,903,2023,32,20153.495,2537
africa,Africa,903,2023,33,19631.276,2537
africa,Africa,903,2023,34,19098.3845,2537
africa,Africa,903,2023,35,18561.9325,2537
africa,Africa,903,2023,36,18053.086,2537
africa,Africa,903,2023,37,17535.9905,2537
africa,Africa,903,2023,38,16982.9275,2537
africa,Africa,903,2023,39,16420.626,2537
africa,Africa,903,2023,40,15853.5695,2537
africa,Africa,903,2023,41,15298.958,2537
africa,Africa,903,2023,42,14759.747,2537
africa,Africa,903,2023,43,14215.0265,2537
africa,Africa,903,2023,44,13636.966,2537
africa,Africa,903,2023,45,13031.3735,2537
africa,Africa,903,2023,46,12458.235,2537
africa,Africa,903,2023,47,11927.7185,2537
africa,Africa,903,2023,48,11415.988,2537
africa,Africa,903,2023,49,10925.457,2537
africa,Africa,903,2023,50,10483.672,2537
africa,Africa,903,2023,51,10069.8795,2537
africa,Africa,903,2023,52,9659.8075,2537
africa,Africa,903,2023,53,9265.0965,2537
africa,Africa,903,2023,54,8868.7795,2537
africa,Africa,903,2023,55,8470.3795,2537
africa,Africa,903,2023,56,8093.4465,2537
africa,Africa,903,2023,57,7740.5605,2537
africa,Africa,903,2023,58,7415.9385,2537
africa,Africa,903,2023,59,7094.7165,2537
africa,Africa,903,2023,60,6761.9915,2537
africa,Africa,903,2023,61,6428.56,2537
africa,Africa,903,2023,62,6092.5375,2537
africa,Africa,903,2023,63,5766.5895,2537
africa,Africa,903,2023,64,5443.9375,2537
africa,Africa,903,2023,65,5117.901,2537
africa,Africa,903,2023,66,4802.7355,2537
africa,Africa,903,2023,67,4493.701,2537
africa,Africa,903,2023,68,4190.3885,2537
africa,Africa,903,2023,69,3888.657,2537
africa,Africa,903,2023,70,3585.1185,2537
africa,Africa,903,2023,71,3287.0665,2537
africa,Africa,903,2023,72,2989.4135,2537
africa,Africa,903,2023,73,2702.643,2537
africa,Africa,903,2023,74,2433.937,2537
africa,Africa,903,2023,75,2195.9435,2537
africa,Africa,903,2023,76,1970.7615,2537
africa,Africa,903,2023,77,1742.228,2537
africa,Africa,903,2023,78,1529.7845,2537
africa,Africa,903,2023,79,1338.395,2537
africa,Africa,903,2023,80,1169.2565,2537
africa,Africa,903,2023,81,1012.9475,2537
africa,Africa,903,2023,82,868.136,2537
africa,Africa,903,2023,83,738.5485,2537
africa,Africa,903,2023,84,623.0435,2537
africa,Africa,903,2023,85,519.026,2537
africa,Africa,903,2023,86,423.662,2537
africa,Africa,903,2023,87,339.4775,2537
africa,Africa,903,2023,88,269.6845,2537
africa,Africa,903,2023,89,212.644,2537
africa,Africa,903,2023,90,164.902,2537
africa,Africa,903,2023,91,125.036,2537
africa,Africa,903,2023,92,92.9285,2537
africa,Africa,903,2023,93,67.7965,2537
africa,Africa,903,2023,94,48.5545,2537
africa,Africa,903,2023,95,34.193,2537
africa,Africa,903,2023,96,23.6115,2537
africa,Africa,903,2023,97,16.076,2537
africa,Africa,903,2023,98,10.9055,2537
africa,Africa,903,2023,99,7.412,2537
africa,Africa,903,2023,100+,13.84,2537
oceania,Oceania,909,2023,0,686.521,20002
oceania,Oceania,909,2023,1,686.434,20002
oceania,Oceania,909,2023,2,684.1505,20002
oceania,Oceania,909,2023,3,680.72,20002
oceania,Oceania,909,2023,4,681.5065,20002
oceania,Oceania,909,2023,5,684.218,20002
oceania,Oceania,909,2023,6,689.5515,20002
oceania,Oceania,909,2023,7,694.771,20002
oceania,Oceania,909,2023,8,695.368,20002
oceania,Oceania,909,2023,9,695.6885,20002
oceania,Oceania,909,2023,10,695.9885,20002
oceania,Oceania,909,2023,11,693.5735,20002
oceania,Oceania,909,2023,12,690.518,20002
oceania,Oceania,909,2023,13,686.723,20002
oceania,Oceania,909,2023,14,681.4555,20002
oceania,Oceania,909,2023,15,675.627,20002
oceania,Oceania,909,2023,16,665.984,20002
oceania,Oceania,909,2023,17,651.462,20002
oceania,Oceania,909,2023,18,638.0035,20002
oceania,Oceania,909,2023,19,629.683,20002
oceania,Oceania,909,2023,20,625.438,20002
oceania,Oceania,909,2023,21,628.7255,20002
oceania,Oceania,909,2023,22,639.5565,20002
oceania,Oceania,909,2023,23,647.6645,20002
oceania,Oceania,909,2023,24,650.0895,20002
oceania,Oceania,909,2023,25,654.3045,20002
oceania,Oceania,909,2023,26,662.853,20002
oceania,Oceania,909,2023,27,671.8345,20002
oceania,Oceania,909,2023,28,677.9695,20002
oceania,Oceania,909,2023,29,680.3695,20002
oceania,Oceania,909,2023,30,680.904,20002
oceania,Oceania,909,2023,31,682.899,20002
oceania,Oceania,909,2023,32,685.767,20002
oceania,Oceania,909,2023,33,683.4585,20002
oceania,Oceania,909,2023,34,674.556,20002
oceania,Oceania,909,2023,35,664.0415,20002
oceania,Oceania,909,2023,36,655.2915,20002
oceania,Oceania,909,2023,37,647.85,20002
oceania,Oceania,909,2023,38,640.001,20002
oceania,Oceania,909,2023,39,630.964,20002
oceania,Oceania,909,2023,40,619.38,20002
oceania,Oceania,909,2023,41,603.8035,20002
oceania,Oceania,909,2023,42,585.582,20002
oceania,Oceania,909,2023,43,567.024,20002
oceania,Oceania,909,2023,44,549.9155,20002
oceania,Oceania,909,2023,45,536.784,20002
oceania,Oceania,909,2023,46,529.3,20002
oceania,Oceania,909,2023,47,525.797,20002
oceania,Oceania,909,2023,48,525.426,20002
oceania,Oceania,909,2023,49,528.2495,20002
oceania,Oceania,909,2023,50,533.723,20002
oceania,Oceania,909,2023,51,539.097,20002
oceania,Oceania,909,2023,52,533.2945,20002
oceania,Oceania,909,2023,53,515.6595,20002
oceania,Oceania,909,2023,54,498.6195,20002
oceania,Oceania,909,2023,55,483.6315,20002
oceania,Oceania,909,2023,56,471.314,20002
oceania,Oceania,909,2023,57,464.902,20002
oceania,Oceania,909,2023,58,464.178,20002
oceania,Oceania,909,2023,59,466.1035,20002
oceania,Oceania,909,2023,60,464.0025,20002
oceania,Oceania,909,2023,61,455.578,20002
oceania,Oceania,909,2023,62,442.618,20002
oceania,Oceania,909,2023,63,427.4245,20002
oceania,Oceania,909,2023,64,412.9965,20002
oceania,Oceania,909,2023,65,399.2845,20002
oceania,Oceania,909,2023,66,385.7155,20002
oceania,Oceania,909,2023,67,372.4915,20002
oceania,Oceania,909,2023,68,358.3435,20002
oceania,Oceania,909,2023,69,344.861,20002
oceania,Oceania,909,2023,70,332.767,20002
oceania,Oceania,909,2023,71,320.789,20002
oceania,Oceania,909,2023,72,309.624,20002
oceania,Oceania,909,2023,73,298.696,20002
oceania,Oceania,909,2023,74,288.4105,20002
oceania,Oceania,909,2023,75,282.1735,20002
oceania,Oceania,909,2023,76,268.03,20002
oceania,Oceania,909,2023,77,239.251,20002
oceania,Oceania,909,2023,78,214.3685,20002
oceania,Oceania,909,2023,79,195.321,20002
oceania,Oceania,909,2023,80,176.977,20002
oceania,Oceania,909,2023,81,163.138,20002
oceania,Oceania,909,2023,82,149.924,20002
oceania,Oceania,909,2023,83,135.9465,20002
oceania,Oceania,909,2023,84,122.459,20002
oceania,Oceania,909,2023,85,109.533,20002
oceania,Oceania,909,2023,86,97.3385,20002
oceania,Oceania,909,2023,87,85.2935,20002
oceania,Oceania,909,2023,88,73.7275,20002
oceania,Oceania,909,2023,89,63.551,20002
oceania,Oceania,909,2023,90,54.6015,20002
oceania,Oceania,909,2023,91,46.588,20002
oceania,Oceania,909,2023,92,39.2015,20002
oceania,Oceania,909,2023,93,31.8365,20002
oceania,Oceania,909,2023,94,24.8075,20002
oceania,Oceania,909,2023,95,18.834,20002
oceania,Oceania,909,2023,96,14.0135,20002
oceania,Oceania,909,2023,97,10.085,20002
oceania,Oceania,909,2023,98,6.877,20002
oceania,Oceania,909,2023,99,4.4935,20002
oceania,Oceania,909,2023,100+,6.5465,20002
