target_set_version,target_family,target_key,target_label,target_year,central_value,plausible_lower,plausible_upper,unit,interval_kind,provenance_class,source_id,source_url_or_doi,range_method,rationale,last_reviewed
calibration-target-ranges-v1,infection_incidence,escherichia coli,escherichia coli,2025,0.025,0.013,0.05,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,klebsiella pneumoniae,klebsiella pneumoniae,2025,0.0015,0.00075,0.003,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,morganella spp.,morganella spp.,2025,5e-05,1.3e-05,0.0002,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,proteus spp.,proteus spp.,2025,0.0003,0.0001,0.0009,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,serratia spp.,serratia spp.,2025,6e-05,2e-05,0.00018,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,pseudomonas aeruginosa,pseudomonas aeruginosa,2025,0.0004,0.0002,0.0008,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,stenotrophomonas maltophilia,stenotrophomonas maltophilia,2025,3e-05,1e-05,9e-05,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,staphylococcus aureus,staphylococcus aureus,2025,0.01,0.005,0.02,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,staphylococcus epidermidis,staphylococcus epidermidis,2025,0.0002,6.7e-05,0.0006,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,streptococcus pneumoniae,streptococcus pneumoniae,2025,0.02,0.01,0.04,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,salmonella enterica serovar typhi,salmonella enterica serovar typhi,2025,0.0011,0.0008,0.0015,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,salmonella enterica serovar paratyphi a,salmonella enterica serovar paratyphi a,2025,0.0006,0.0003,0.0012,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,invasive non-typhoidal salmonella spp.,invasive non-typhoidal salmonella spp.,2025,0.0004,0.00013,0.0012,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,shigella spp.,shigella spp.,2025,0.024,0.012,0.048,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,neisseria gonorrhoeae,neisseria gonorrhoeae,2025,0.01,0.007,0.013,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,streptococcus pyogenes,streptococcus pyogenes,2025,0.002,0.00067,0.006,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,streptococcus agalactiae,streptococcus agalactiae,2025,0.0003,0.0001,0.0009,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,haemophilus influenzae,haemophilus influenzae,2025,0.0008,0.00027,0.0024,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,chlamydia trachomatis,chlamydia trachomatis,2025,0.016,0.012,0.02,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,vibrio cholerae,vibrio cholerae,2025,0.0005,0.00015,0.0006,proportion,derived_plausible_range,source_informed_transformed,who_cholera_global_cases,https://www.who.int/news-room/fact-sheets/detail/cholera,"WHO 1.3-4.0 million annual case range divided by 8.2 billion, with a rounded upper bound that contains the existing 4.1 million target.","The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,neisseria meningitidis,neisseria meningitidis,2025,6e-05,2e-05,0.00018,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,listeria monocytogenes,listeria monocytogenes,2025,4e-06,1e-06,1.6e-05,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,clostridioides difficile,clostridioides difficile,2025,0.00025,6.3e-05,0.001,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,campylobacter jejuni,campylobacter jejuni,2025,0.012,0.006,0.024,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,enterobacter cloacae,enterobacter cloacae,2025,0.0001,3.3e-05,0.0003,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,yersinia enterocolitica,yersinia enterocolitica,2025,5e-05,1.7e-05,0.00015,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,moraxella catarrhalis,moraxella catarrhalis,2025,0.0008,0.00027,0.0024,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,treponema pallidum,treponema pallidum,2025,0.001,0.0007,0.0013,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,bordetella pertussis,bordetella pertussis,2025,0.002,0.001,0.003,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,helicobacter pylori,helicobacter pylori,2025,0.025,0.0083,0.075,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad one-third-to-threefold range where source precision is unresolved.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,mdr mycobacterium tuberculosis,mdr mycobacterium tuberculosis,2025,5e-05,4e-05,7e-05,proportion,derived_plausible_range,source_informed_transformed,canonical_target_note_explicit_range,,Explicit source-informed range override for this target.,"The canonical target note contains a quantitative range or a sufficiently specific source estimate to use an explicit, rounded plausible interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,bacteroides fragilis,bacteroides fragilis,2025,0.0004,0.0001,0.0016,proportion,expert_plausible_range,expert_best_guess_placeholder,canonical_target_note_source_unresolved,,Broad 0.25x-4x multiplicative range for an explicitly uncertain placeholder.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
calibration-target-ranges-v1,infection_incidence,mycoplasma genitalium,mycoplasma genitalium,2025,0.004,0.002,0.008,proportion,expert_plausible_range,source_informed_transformed,canonical_target_note_source_unresolved,,0.5x-2x multiplicative range around a source-informed central estimate.,"Range tier follows the provenance wording in the canonical target note; it is a display-only plausible range, not a statistical confidence interval.",2026-07-28
