year,region,drug,mean,std,p5,p25,p50,p75,p95,units,source_quality,notes
1930,north_america,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,north_america,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,north_america,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,north_america,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,north_america,colistin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,sulfanilamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,penicilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ampicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,cephalexin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,erythromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,clarithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,clindamycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,gentamicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,tobramycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,amikacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,levofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,moxifloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,tetracycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,doxycycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,minocycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,vancomycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,teicoplanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,trim_sulf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,chlorampheni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,nitrofurantoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,fusidic_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,metronidazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,furazolidone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,rifampicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,europe,colistin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,sulfanilamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,penicilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ampicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,cephalexin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,erythromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,clarithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,clindamycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,gentamicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,tobramycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,amikacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,levofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,moxifloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,tetracycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,doxycycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,minocycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,vancomycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,teicoplanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,trim_sulf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,chlorampheni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,nitrofurantoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,fusidic_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,metronidazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,furazolidone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,rifampicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,asia,colistin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,sulfanilamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,penicilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ampicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,cephalexin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,erythromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,clarithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,clindamycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,gentamicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,tobramycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,amikacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,levofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,moxifloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,tetracycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,doxycycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,minocycline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,vancomycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,teicoplanin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,linezolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,tedizolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,quinu_dalfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,trim_sulf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,chlorampheni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,nitrofurantoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,retapamulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,fusidic_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,metronidazole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,furazolidone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,rifampicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,amoxicillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,piperacillin_tazobactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ampicillin_sulbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ticarcillin_clavulanate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,ceftazidime_avibactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,meropenem_vaborbactam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,africa,colistin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,sulfanilamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,penicilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,ampicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,amoxicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,piperacillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,ticarcillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,cephalexin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,cefazolin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,cefuroxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,ceftriaxone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,ceftazidime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,cefepime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,ceftaroline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,meropenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,imipenem_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,ertapenem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,aztreonam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,erythromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
1930,south_america,azithromycin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,courses_per_100k_per_year,na,pre_introduction
