bacteria,drug,region,year,failure_rate,p5,p95,source_quality,notes
escherichia_coli,amoxicillin,south_america,2024,0.44275,0.3099249999999999,0.6198499999999999,clinical_trial_rwe,clinical_surveillance_2024
escherichia_coli,amoxicillin,oceania,2024,0.3541999999999999,0.2479399999999999,0.4958799999999999,clinical_trial_rwe,clinical_surveillance_2024
klebsiella_pneumoniae,amoxicillin,north_america,2019,0.3825,0.26775,0.5355,clinical_trial_rwe,clinical_surveillance_2019
klebsiella_pneumoniae,amoxicillin,europe,2019,0.405,0.2835,0.567,clinical_trial_rwe,clinical_surveillance_2019
klebsiella_pneumoniae,amoxicillin,asia,2019,0.5175,0.3622499999999999,0.7244999999999999,clinical_trial_rwe,clinical_surveillance_2019
klebsiella_pneumoniae,amoxicillin,africa,2019,0.5625,0.39375,0.7875,clinical_trial_rwe,clinical_surveillance_2019
klebsiella_pneumoniae,amoxicillin,south_america,2019,0.495,0.3465,0.6930000000000001,clinical_trial_rwe,clinical_surveillance_2019
klebsiella_pneumoniae,amoxicillin,oceania,2019,0.396,0.2772,0.5544,clinical_trial_rwe,clinical_surveillance_2019
klebsiella_pneumoniae,amoxicillin,north_america,2020,0.393975,0.2757825,0.551565,clinical_trial_rwe,clinical_surveillance_2020
klebsiella_pneumoniae,amoxicillin,europe,2020,0.41715,0.292005,0.58401,clinical_trial_rwe,clinical_surveillance_2020
klebsiella_pneumoniae,amoxicillin,asia,2020,0.533025,0.3731174999999999,0.7462349999999999,clinical_trial_rwe,clinical_surveillance_2020
klebsiella_pneumoniae,amoxicillin,africa,2020,0.579375,0.4055624999999999,0.8111249999999999,clinical_trial_rwe,clinical_surveillance_2020
klebsiella_pneumoniae,amoxicillin,south_america,2020,0.50985,0.356895,0.71379,clinical_trial_rwe,clinical_surveillance_2020
klebsiella_pneumoniae,amoxicillin,oceania,2020,0.40788,0.285516,0.571032,clinical_trial_rwe,clinical_surveillance_2020
klebsiella_pneumoniae,amoxicillin,north_america,2021,0.40545,0.283815,0.56763,clinical_trial_rwe,clinical_surveillance_2021
klebsiella_pneumoniae,amoxicillin,europe,2021,0.4293,0.30051,0.6010200000000001,clinical_trial_rwe,clinical_surveillance_2021
klebsiella_pneumoniae,amoxicillin,asia,2021,0.54855,0.3839849999999999,0.7679699999999999,clinical_trial_rwe,clinical_surveillance_2021
klebsiella_pneumoniae,amoxicillin,africa,2021,0.5962500000000001,0.417375,0.83475,clinical_trial_rwe,clinical_surveillance_2021
klebsiella_pneumoniae,amoxicillin,south_america,2021,0.5247,0.36729,0.73458,clinical_trial_rwe,clinical_surveillance_2021
klebsiella_pneumoniae,amoxicillin,oceania,2021,0.41976,0.293832,0.587664,clinical_trial_rwe,clinical_surveillance_2021
klebsiella_pneumoniae,amoxicillin,north_america,2022,0.416925,0.2918475,0.5836950000000001,clinical_trial_rwe,clinical_surveillance_2022
klebsiella_pneumoniae,amoxicillin,europe,2022,0.44145,0.309015,0.6180300000000001,clinical_trial_rwe,clinical_surveillance_2022
klebsiella_pneumoniae,amoxicillin,asia,2022,0.564075,0.3948525,0.789705,clinical_trial_rwe,clinical_surveillance_2022
klebsiella_pneumoniae,amoxicillin,africa,2022,0.613125,0.4291875,0.858375,clinical_trial_rwe,clinical_surveillance_2022
klebsiella_pneumoniae,amoxicillin,south_america,2022,0.5395500000000001,0.377685,0.7553700000000001,clinical_trial_rwe,clinical_surveillance_2022
klebsiella_pneumoniae,amoxicillin,oceania,2022,0.4316400000000001,0.302148,0.604296,clinical_trial_rwe,clinical_surveillance_2022
klebsiella_pneumoniae,amoxicillin,north_america,2023,0.4284,0.29988,0.5997600000000001,clinical_trial_rwe,clinical_surveillance_2023
klebsiella_pneumoniae,amoxicillin,europe,2023,0.4536,0.31752,0.63504,clinical_trial_rwe,clinical_surveillance_2023
klebsiella_pneumoniae,amoxicillin,asia,2023,0.5796,0.4057199999999999,0.8114399999999999,clinical_trial_rwe,clinical_surveillance_2023
klebsiella_pneumoniae,amoxicillin,africa,2023,0.6300000000000001,0.441,0.8820000000000001,clinical_trial_rwe,clinical_surveillance_2023
klebsiella_pneumoniae,amoxicillin,south_america,2023,0.5544000000000001,0.38808,0.7761600000000001,clinical_trial_rwe,clinical_surveillance_2023
klebsiella_pneumoniae,amoxicillin,oceania,2023,0.4435200000000001,0.310464,0.620928,clinical_trial_rwe,clinical_surveillance_2023
klebsiella_pneumoniae,amoxicillin,north_america,2024,0.4398749999999999,0.3079125,0.615825,clinical_trial_rwe,clinical_surveillance_2024
klebsiella_pneumoniae,amoxicillin,europe,2024,0.46575,0.3260249999999999,0.6520499999999999,clinical_trial_rwe,clinical_surveillance_2024
klebsiella_pneumoniae,amoxicillin,asia,2024,0.5951249999999999,0.4165874999999999,0.8331749999999998,clinical_trial_rwe,clinical_surveillance_2024
klebsiella_pneumoniae,amoxicillin,africa,2024,0.646875,0.4528124999999999,0.905625,clinical_trial_rwe,clinical_surveillance_2024
klebsiella_pneumoniae,amoxicillin,south_america,2024,0.56925,0.398475,0.79695,clinical_trial_rwe,clinical_surveillance_2024
klebsiella_pneumoniae,amoxicillin,oceania,2024,0.4553999999999999,0.3187799999999999,0.6375599999999999,clinical_trial_rwe,clinical_surveillance_2024
pseudomonas_aeruginosa,amoxicillin,north_america,2019,0.8075,0.5652499999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
pseudomonas_aeruginosa,amoxicillin,europe,2019,0.855,0.5984999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
pseudomonas_aeruginosa,amoxicillin,asia,2019,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
pseudomonas_aeruginosa,amoxicillin,africa,2019,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
pseudomonas_aeruginosa,amoxicillin,south_america,2019,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
pseudomonas_aeruginosa,amoxicillin,oceania,2019,0.836,0.5851999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
pseudomonas_aeruginosa,amoxicillin,north_america,2020,0.831725,0.5822075,0.95,clinical_trial_rwe,clinical_surveillance_2020
pseudomonas_aeruginosa,amoxicillin,europe,2020,0.88065,0.616455,0.95,clinical_trial_rwe,clinical_surveillance_2020
pseudomonas_aeruginosa,amoxicillin,asia,2020,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2020
pseudomonas_aeruginosa,amoxicillin,africa,2020,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2020
pseudomonas_aeruginosa,amoxicillin,south_america,2020,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2020
pseudomonas_aeruginosa,amoxicillin,oceania,2020,0.86108,0.602756,0.95,clinical_trial_rwe,clinical_surveillance_2020
pseudomonas_aeruginosa,amoxicillin,north_america,2021,0.85595,0.599165,0.95,clinical_trial_rwe,clinical_surveillance_2021
pseudomonas_aeruginosa,amoxicillin,europe,2021,0.9063,0.6344099999999999,0.95,clinical_trial_rwe,clinical_surveillance_2021
pseudomonas_aeruginosa,amoxicillin,asia,2021,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2021
pseudomonas_aeruginosa,amoxicillin,africa,2021,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2021
pseudomonas_aeruginosa,amoxicillin,south_america,2021,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2021
pseudomonas_aeruginosa,amoxicillin,oceania,2021,0.8861600000000001,0.620312,0.95,clinical_trial_rwe,clinical_surveillance_2021
pseudomonas_aeruginosa,amoxicillin,north_america,2022,0.880175,0.6161225,0.95,clinical_trial_rwe,clinical_surveillance_2022
pseudomonas_aeruginosa,amoxicillin,europe,2022,0.93195,0.652365,0.95,clinical_trial_rwe,clinical_surveillance_2022
pseudomonas_aeruginosa,amoxicillin,asia,2022,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2022
pseudomonas_aeruginosa,amoxicillin,africa,2022,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2022
pseudomonas_aeruginosa,amoxicillin,south_america,2022,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2022
pseudomonas_aeruginosa,amoxicillin,oceania,2022,0.91124,0.637868,0.95,clinical_trial_rwe,clinical_surveillance_2022
pseudomonas_aeruginosa,amoxicillin,north_america,2023,0.9044,0.63308,0.95,clinical_trial_rwe,clinical_surveillance_2023
pseudomonas_aeruginosa,amoxicillin,europe,2023,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
pseudomonas_aeruginosa,amoxicillin,asia,2023,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
pseudomonas_aeruginosa,amoxicillin,africa,2023,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
pseudomonas_aeruginosa,amoxicillin,south_america,2023,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
pseudomonas_aeruginosa,amoxicillin,oceania,2023,0.93632,0.655424,0.95,clinical_trial_rwe,clinical_surveillance_2023
pseudomonas_aeruginosa,amoxicillin,north_america,2024,0.928625,0.6500374999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
pseudomonas_aeruginosa,amoxicillin,europe,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
pseudomonas_aeruginosa,amoxicillin,asia,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
pseudomonas_aeruginosa,amoxicillin,africa,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
pseudomonas_aeruginosa,amoxicillin,south_america,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
pseudomonas_aeruginosa,amoxicillin,oceania,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
staphylococcus_aureus,amoxicillin_clavulanate,north_america,2019,0.6375,0.4462499999999999,0.8924999999999998,clinical_trial_rwe,clinical_surveillance_2019
staphylococcus_aureus,amoxicillin_clavulanate,europe,2019,0.675,0.4725,0.945,clinical_trial_rwe,clinical_surveillance_2019
staphylococcus_aureus,amoxicillin_clavulanate,asia,2019,0.8624999999999999,0.6037499999999999,0.95,clinical_trial_rwe,clinical_surveillance_2019
staphylococcus_aureus,amoxicillin_clavulanate,africa,2019,0.9375,0.65625,0.95,clinical_trial_rwe,clinical_surveillance_2019
staphylococcus_aureus,amoxicillin_clavulanate,south_america,2019,0.8250000000000001,0.5775,0.95,clinical_trial_rwe,clinical_surveillance_2019
staphylococcus_aureus,amoxicillin_clavulanate,oceania,2019,0.66,0.4619999999999999,0.924,clinical_trial_rwe,clinical_surveillance_2019
staphylococcus_aureus,amoxicillin_clavulanate,north_america,2020,0.656625,0.4596375,0.919275,clinical_trial_rwe,clinical_surveillance_2020
staphylococcus_aureus,amoxicillin_clavulanate,europe,2020,0.69525,0.4866749999999999,0.95,clinical_trial_rwe,clinical_surveillance_2020
staphylococcus_aureus,amoxicillin_clavulanate,asia,2020,0.8883749999999999,0.6218624999999999,0.95,clinical_trial_rwe,clinical_surveillance_2020
staphylococcus_aureus,amoxicillin_clavulanate,africa,2020,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2020
staphylococcus_aureus,amoxicillin_clavulanate,south_america,2020,0.8497500000000001,0.594825,0.95,clinical_trial_rwe,clinical_surveillance_2020
staphylococcus_aureus,amoxicillin_clavulanate,oceania,2020,0.6798000000000001,0.47586,0.95,clinical_trial_rwe,clinical_surveillance_2020
staphylococcus_aureus,amoxicillin_clavulanate,north_america,2021,0.67575,0.4730249999999999,0.9460499999999998,clinical_trial_rwe,clinical_surveillance_2021
staphylococcus_aureus,amoxicillin_clavulanate,europe,2021,0.7155000000000001,0.50085,0.95,clinical_trial_rwe,clinical_surveillance_2021
staphylococcus_aureus,amoxicillin_clavulanate,asia,2021,0.91425,0.639975,0.95,clinical_trial_rwe,clinical_surveillance_2021
staphylococcus_aureus,amoxicillin_clavulanate,africa,2021,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2021
staphylococcus_aureus,amoxicillin_clavulanate,south_america,2021,0.8745000000000002,0.6121500000000001,0.95,clinical_trial_rwe,clinical_surveillance_2021
staphylococcus_aureus,amoxicillin_clavulanate,oceania,2021,0.6996000000000001,0.48972,0.95,clinical_trial_rwe,clinical_surveillance_2021
staphylococcus_aureus,amoxicillin_clavulanate,north_america,2022,0.694875,0.4864124999999999,0.95,clinical_trial_rwe,clinical_surveillance_2022
staphylococcus_aureus,amoxicillin_clavulanate,europe,2022,0.7357500000000001,0.5150250000000001,0.95,clinical_trial_rwe,clinical_surveillance_2022
staphylococcus_aureus,amoxicillin_clavulanate,asia,2022,0.940125,0.6580874999999999,0.95,clinical_trial_rwe,clinical_surveillance_2022
staphylococcus_aureus,amoxicillin_clavulanate,africa,2022,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2022
staphylococcus_aureus,amoxicillin_clavulanate,south_america,2022,0.8992500000000001,0.629475,0.95,clinical_trial_rwe,clinical_surveillance_2022
staphylococcus_aureus,amoxicillin_clavulanate,oceania,2022,0.7194,0.50358,0.95,clinical_trial_rwe,clinical_surveillance_2022
staphylococcus_aureus,amoxicillin_clavulanate,north_america,2023,0.714,0.4997999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
staphylococcus_aureus,amoxicillin_clavulanate,europe,2023,0.7560000000000001,0.5292,0.95,clinical_trial_rwe,clinical_surveillance_2023
staphylococcus_aureus,amoxicillin_clavulanate,asia,2023,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
staphylococcus_aureus,amoxicillin_clavulanate,africa,2023,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2023
staphylococcus_aureus,amoxicillin_clavulanate,south_america,2023,0.9240000000000002,0.6468,0.95,clinical_trial_rwe,clinical_surveillance_2023
staphylococcus_aureus,amoxicillin_clavulanate,oceania,2023,0.7392000000000001,0.51744,0.95,clinical_trial_rwe,clinical_surveillance_2023
staphylococcus_aureus,amoxicillin_clavulanate,north_america,2024,0.7331249999999999,0.5131874999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
staphylococcus_aureus,amoxicillin_clavulanate,europe,2024,0.77625,0.5433749999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
staphylococcus_aureus,amoxicillin_clavulanate,asia,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
staphylococcus_aureus,amoxicillin_clavulanate,africa,2024,0.95,0.6649999999999999,0.95,clinical_trial_rwe,clinical_surveillance_2024
staphylococcus_aureus,amoxicillin_clavulanate,south_america,2024,0.94875,0.664125,0.95,clinical_trial_rwe,clinical_surveillance_2024
staphylococcus_aureus,amoxicillin_clavulanate,oceania,2024,0.759,0.5313,0.95,clinical_trial_rwe,clinical_surveillance_2024
escherichia_coli,amoxicillin_clavulanate,north_america,2019,0.2125,0.14875,0.2975,clinical_trial_rwe,clinical_surveillance_2019
escherichia_coli,amoxicillin_clavulanate,europe,2019,0.225,0.1575,0.315,clinical_trial_rwe,clinical_surveillance_2019
escherichia_coli,amoxicillin_clavulanate,asia,2019,0.2875,0.2012499999999999,0.4024999999999999,clinical_trial_rwe,clinical_surveillance_2019
escherichia_coli,amoxicillin_clavulanate,africa,2019,0.3125,0.21875,0.4375,clinical_trial_rwe,clinical_surveillance_2019
escherichia_coli,amoxicillin_clavulanate,south_america,2019,0.275,0.1925,0.385,clinical_trial_rwe,clinical_surveillance_2019
escherichia_coli,amoxicillin_clavulanate,oceania,2019,0.22,0.154,0.308,clinical_trial_rwe,clinical_surveillance_2019
escherichia_coli,amoxicillin_clavulanate,north_america,2020,0.218875,0.1532124999999999,0.3064249999999999,clinical_trial_rwe,clinical_surveillance_2020
escherichia_coli,amoxicillin_clavulanate,europe,2020,0.23175,0.162225,0.32445,clinical_trial_rwe,clinical_surveillance_2020
escherichia_coli,amoxicillin_clavulanate,asia,2020,0.2961249999999999,0.2072874999999999,0.4145749999999999,clinical_trial_rwe,clinical_surveillance_2020
escherichia_coli,amoxicillin_clavulanate,africa,2020,0.321875,0.2253125,0.450625,clinical_trial_rwe,clinical_surveillance_2020
escherichia_coli,amoxicillin_clavulanate,south_america,2020,0.28325,0.198275,0.39655,clinical_trial_rwe,clinical_surveillance_2020
escherichia_coli,amoxicillin_clavulanate,oceania,2020,0.2266,0.1586199999999999,0.3172399999999999,clinical_trial_rwe,clinical_surveillance_2020
escherichia_coli,amoxicillin_clavulanate,north_america,2021,0.22525,0.1576749999999999,0.3153499999999999,clinical_trial_rwe,clinical_surveillance_2021
escherichia_coli,amoxicillin_clavulanate,europe,2021,0.2385,0.16695,0.3339,clinical_trial_rwe,clinical_surveillance_2021
escherichia_coli,amoxicillin_clavulanate,asia,2021,0.3047499999999999,0.2133249999999999,0.4266499999999999,clinical_trial_rwe,clinical_surveillance_2021
escherichia_coli,amoxicillin_clavulanate,africa,2021,0.33125,0.231875,0.46375,clinical_trial_rwe,clinical_surveillance_2021
escherichia_coli,amoxicillin_clavulanate,south_america,2021,0.2915,0.20405,0.4081,clinical_trial_rwe,clinical_surveillance_2021
escherichia_coli,amoxicillin_clavulanate,oceania,2021,0.2332,0.16324,0.32648,clinical_trial_rwe,clinical_surveillance_2021
escherichia_coli,amoxicillin_clavulanate,north_america,2022,0.231625,0.1621375,0.324275,clinical_trial_rwe,clinical_surveillance_2022
escherichia_coli,amoxicillin_clavulanate,europe,2022,0.24525,0.171675,0.34335,clinical_trial_rwe,clinical_surveillance_2022
escherichia_coli,amoxicillin_clavulanate,asia,2022,0.313375,0.2193625,0.438725,clinical_trial_rwe,clinical_surveillance_2022
escherichia_coli,amoxicillin_clavulanate,africa,2022,0.340625,0.2384375,0.476875,clinical_trial_rwe,clinical_surveillance_2022
escherichia_coli,amoxicillin_clavulanate,south_america,2022,0.29975,0.209825,0.4196500000000001,clinical_trial_rwe,clinical_surveillance_2022
escherichia_coli,amoxicillin_clavulanate,oceania,2022,0.2398,0.16786,0.33572,clinical_trial_rwe,clinical_surveillance_2022
escherichia_coli,amoxicillin_clavulanate,north_america,2023,0.238,0.1666,0.3332,clinical_trial_rwe,clinical_surveillance_2023
escherichia_coli,amoxicillin_clavulanate,europe,2023,0.252,0.1764,0.3528,clinical_trial_rwe,clinical_surveillance_2023
escherichia_coli,amoxicillin_clavulanate,asia,2023,0.322,0.2254,0.4508,clinical_trial_rwe,clinical_surveillance_2023
