year,region,bacteria,mean,std,p5,p25,p50,p75,p95,units,source_quality,notes
1930,north_america,salmonella_enterica_serovar_typhi,37.37013089455006,5.605519634182508,29.89610471564005,33.633117805095054,37.37013089455006,41.10714398400507,48.58117016291508,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,north_america,salmonella_enterica_serovar_paratyphi_a,2.82,0.564,1.974,2.397,2.82,3.2429999999999994,3.948,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,invasive_non-typhoidal_salmonella_spp.,3.384,0.6768000000000001,2.3688,2.8764,3.384,3.8916,4.7376,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,shigella_spp.,0.94,0.188,0.6579999999999999,0.7989999999999999,0.94,1.081,1.3159999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,neisseria_gonorrhoeae,0.0310418453012835,0.0046562767951925,0.0248334762410268,0.0279376607711552,0.0310418453012835,0.0341460298314119,0.0403543988916686,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,north_america,streptococcus_pyogenes,7.52,1.504,5.263999999999999,6.392,7.52,8.648,10.528,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,streptococcus_agalactiae,7.52,1.504,5.263999999999999,6.392,7.52,8.648,10.528,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,haemophilus_influenzae,3.76,0.752,2.632,3.196,3.76,4.324,5.263999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,chlamydia_trachomatis,0.0188228003109355,0.0028234200466403,0.0150582402487484,0.0169405202798419,0.0188228003109355,0.020705080342029,0.0244696404042161,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,north_america,vibrio_cholerae,76.70049005726398,11.505073508589597,61.36039204581118,69.03044105153758,76.70049005726398,84.37053906299037,99.71063707444316,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,north_america,neisseria_meningitidis,2.1315,0.63945,1.06575,1.598625,2.1315,2.77095,3.8367,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,north_america,listeria_monocytogenes,5.259782656655775,0.7889673984983662,4.20782612532462,4.733804390990198,5.259782656655775,5.785760922321352,6.837717453652507,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,north_america,clostridioides_difficile,37.6,7.52,26.32,31.96,37.6,43.23999999999999,52.63999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,campylobacter_jejuni,0.5095999999999999,0.15288,0.2547999999999999,0.3822,0.5095999999999999,0.66248,0.91728,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,north_america,enterobacter_cloacae,1.3468000000000002,0.40404,0.6734000000000001,1.0101000000000002,1.3468000000000002,1.7508400000000004,2.4242400000000006,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,north_america,yersinia_enterocolitica,0.376,0.0752,0.2632,0.3196,0.376,0.4323999999999999,0.5264,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,moraxella_catarrhalis,1.88,0.376,1.3159999999999998,1.598,1.88,2.162,2.632,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,treponema_pallidum,0.376,0.0752,0.2632,0.3196,0.376,0.4323999999999999,0.5264,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,bordetella_pertussis,0.752,0.1504,0.5264,0.6392,0.752,0.8647999999999999,1.0528,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_north_america_year_1930
1930,north_america,helicobacter_pylori,3.9752805716823976,0.5962920857523596,3.1802244573459184,3.5777525145141578,3.9752805716823976,4.372808628850637,5.167864743187117,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,north_america,mdr_mycobacterium_tuberculosis,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_north_america_year_1930
1930,europe,acinetobacter_baumannii,6.737924096050369,1.0106886144075553,5.390339276840296,6.064131686445332,6.737924096050369,7.411716505655407,8.75930132486548,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,citrobacter_spp.,6.345,1.269,4.4415,5.393249999999999,6.345,7.296749999999999,8.883,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,enterobacter_spp.,11.6325,2.3265,8.142749999999998,9.887624999999998,11.6325,13.377374999999995,16.285499999999995,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,enterococcus_faecalis,2.307212459577161,0.3460818689365742,1.8457699676617287,2.0764912136194456,2.307212459577161,2.537933705534878,2.99937619745031,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,enterococcus_faecium,15.198156041454949,2.2797234062182423,12.15852483316396,13.678340437309457,15.198156041454949,16.717971645600446,19.757602853891434,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,escherichia_coli,68.89307041956124,10.333960562934186,55.114456335649,62.00376337760512,68.89307041956124,75.78237746151737,89.56099154542962,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,klebsiella_pneumoniae,41.03418388987448,6.155127583481171,32.827347111899584,36.93076550088703,41.03418388987448,45.13760227886193,53.34443905683682,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,morganella_spp.,4.23,0.846,2.9609999999999994,3.5954999999999995,4.23,4.864499999999999,5.921999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,proteus_spp.,5.2875,1.0575,3.70125,4.494375,5.2875,6.080625,7.402499999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,serratia_spp.,9.517499999999998,1.9035,6.662249999999999,8.089874999999997,9.517499999999998,10.945124999999996,13.324499999999995,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,pseudomonas_aeruginosa,17.822506929690533,2.67337603945358,14.258005543752429,16.04025623672148,17.822506929690533,19.604757622659587,23.16925900859769,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,staphylococcus_aureus,86.64055424920801,12.9960831373812,69.31244339936642,77.9764988242872,86.64055424920801,95.3046096741288,112.63272052397042,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,streptococcus_pneumoniae,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,salmonella_enterica_serovar_typhi,39.16735022665425,5.875102533998137,31.3338801813234,35.25061520398883,39.16735022665425,43.08408524931968,50.917555294650526,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,salmonella_enterica_serovar_paratyphi_a,3.1725,0.6345000000000001,2.22075,2.696625,3.1725,3.648375,4.4415,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,invasive_non-typhoidal_salmonella_spp.,3.807,0.7614,2.6648999999999994,3.2359499999999994,3.807,4.378049999999999,5.329799999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,shigella_spp.,1.0575,0.2115,0.7402499999999999,0.8988749999999999,1.0575,1.2161249999999997,1.4804999999999997,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,neisseria_gonorrhoeae,0.032121147344142,0.0048181721016213,0.0256969178753136,0.0289090326097278,0.032121147344142,0.0353332620785562,0.0417574915473846,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,streptococcus_pyogenes,8.459999999999999,1.692,5.921999999999999,7.190999999999999,8.459999999999999,9.728999999999996,11.843999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,streptococcus_agalactiae,8.459999999999999,1.692,5.921999999999999,7.190999999999999,8.459999999999999,9.728999999999996,11.843999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,haemophilus_influenzae,4.23,0.846,2.9609999999999994,3.5954999999999995,4.23,4.864499999999999,5.921999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,chlamydia_trachomatis,0.0178765227480442,0.0026814784122066,0.0143012181984354,0.0160888704732398,0.0178765227480442,0.0196641750228486,0.0232394795724575,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,vibrio_cholerae,32.33555821812497,4.850333732718746,25.86844657449998,29.102002396312475,32.33555821812497,35.569114039937475,42.03622568356246,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,neisseria_meningitidis,1.827,0.5480999999999999,0.9135,1.37025,1.827,2.3751,3.2886,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,europe,listeria_monocytogenes,5.29657114837695,0.7944856722565424,4.2372569187015605,4.766914033539255,5.29657114837695,5.826228263214645,6.885542492890036,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,clostridioides_difficile,42.3,8.459999999999999,29.61,35.955,42.3,48.645,59.21999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,campylobacter_jejuni,0.4368,0.13104,0.2184,0.3276,0.4368,0.56784,0.78624,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,europe,enterobacter_cloacae,1.1544000000000003,0.34632,0.5772000000000002,0.8658000000000002,1.1544000000000003,1.5007200000000005,2.0779200000000007,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,europe,yersinia_enterocolitica,0.423,0.0846,0.2961,0.35955,0.423,0.4864499999999999,0.5922,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,moraxella_catarrhalis,2.115,0.423,1.4804999999999997,1.7977499999999995,2.115,2.43225,2.9609999999999994,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,treponema_pallidum,0.423,0.0846,0.2961,0.35955,0.423,0.4864499999999999,0.5922,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,bordetella_pertussis,0.846,0.1692,0.5922,0.7191,0.846,0.9729,1.1844,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_europe_year_1930
1930,europe,helicobacter_pylori,3.988036085641178,0.5982054128461767,3.1904288685129423,3.58923247707706,3.988036085641178,4.386839694205296,5.184446911333532,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,europe,mdr_mycobacterium_tuberculosis,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_europe_year_1930
1930,asia,acinetobacter_baumannii,12.984019458617746,1.9476029187926616,10.3872155668942,11.685617512755972,12.984019458617746,14.282421404479525,16.87922529620307,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,citrobacter_spp.,9.165,1.833,6.415499999999999,7.790249999999999,9.165,10.539749999999998,12.830999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,enterobacter_spp.,16.8025,3.3605,11.761749999999996,14.282125,16.8025,19.322875,23.523499999999995,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,enterococcus_faecalis,2.739548774012048,0.4109323161018072,2.191639019209638,2.465593896610843,2.739548774012048,3.0135036514132527,3.5614134062156624,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,enterococcus_faecium,11.905866928614968,1.7858800392922451,9.524693542891974,10.715280235753472,11.905866928614968,13.096453621476464,15.47762700719946,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,escherichia_coli,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,klebsiella_pneumoniae,82.84417946549904,12.426626919824855,66.27534357239924,74.55976151894913,82.84417946549904,91.12859741204896,107.69743330514876,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,morganella_spp.,6.109999999999999,1.222,4.276999999999999,5.193499999999999,6.109999999999999,7.026499999999999,8.553999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,proteus_spp.,7.637499999999999,1.5275,5.34625,6.491874999999999,7.637499999999999,8.783124999999998,10.6925,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,serratia_spp.,13.7475,2.7495,9.62325,11.685375,13.7475,15.809624999999995,19.2465,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,pseudomonas_aeruginosa,48.803347311252864,7.320502096687929,39.042677849002295,43.923012580127576,48.803347311252864,53.68368204237815,63.44435150462873,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,staphylococcus_aureus,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,streptococcus_pneumoniae,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,salmonella_enterica_serovar_typhi,69.75425320639533,10.4631379809593,55.80340256511627,62.7788278857558,69.75425320639533,76.72967852703488,90.68052916831394,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,salmonella_enterica_serovar_paratyphi_a,4.5825,0.9165,3.2077499999999994,3.895125,4.5825,5.269874999999999,6.415499999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,invasive_non-typhoidal_salmonella_spp.,5.499,1.0998,3.8493,4.67415,5.499,6.323849999999999,7.698599999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,shigella_spp.,1.5275,0.3055,1.0692499999999998,1.2983749999999998,1.5275,1.7566249999999997,2.1385,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,neisseria_gonorrhoeae,0.0554510123281433,0.0083176518492214,0.0443608098625146,0.0499059110953289,0.0554510123281433,0.0609961135609576,0.0720863160265863,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,streptococcus_pyogenes,12.22,2.444,8.553999999999998,10.387,12.22,14.052999999999995,17.107999999999997,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,streptococcus_agalactiae,12.22,2.444,8.553999999999998,10.387,12.22,14.052999999999995,17.107999999999997,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,haemophilus_influenzae,6.109999999999999,1.222,4.276999999999999,5.193499999999999,6.109999999999999,7.026499999999999,8.553999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,chlamydia_trachomatis,0.0253269991754732,0.0037990498763209,0.0202615993403786,0.0227942992579259,0.0253269991754732,0.0278596990930206,0.0329250989281152,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,vibrio_cholerae,77.56649207363454,11.63497381104518,62.05319365890763,69.80984286627108,77.56649207363454,85.323141280998,100.8364396957249,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,neisseria_meningitidis,4.567500000000001,1.3702500000000002,2.2837500000000004,3.4256250000000006,4.567500000000001,5.937750000000001,8.221500000000002,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,asia,listeria_monocytogenes,9.163775726381886,1.3745663589572827,7.331020581105509,8.247398153743697,9.163775726381886,10.080153299020076,11.912908444296452,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,clostridioides_difficile,61.1,12.22,42.77,51.935,61.1,70.26499999999999,85.53999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,campylobacter_jejuni,1.0920000000000003,0.3276,0.5460000000000002,0.8190000000000002,1.0920000000000003,1.4196000000000004,1.965600000000001,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,asia,enterobacter_cloacae,2.886000000000001,0.8658000000000002,1.4430000000000005,2.1645000000000008,2.886000000000001,3.7518000000000016,5.194800000000002,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
1930,asia,yersinia_enterocolitica,0.6109999999999999,0.1221999999999999,0.4276999999999999,0.5193499999999999,0.6109999999999999,0.7026499999999998,0.8553999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,moraxella_catarrhalis,3.055,0.611,2.1385,2.59675,3.055,3.51325,4.276999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,treponema_pallidum,0.6109999999999999,0.1221999999999999,0.4276999999999999,0.5193499999999999,0.6109999999999999,0.7026499999999998,0.8553999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,bordetella_pertussis,1.2219999999999998,0.2443999999999999,0.8553999999999998,1.0386999999999995,1.2219999999999998,1.4052999999999995,1.7107999999999997,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_asia_year_1930
1930,asia,helicobacter_pylori,3.699501702525562,0.5549252553788343,2.9596013620204498,3.3295515322730056,3.699501702525562,4.069451872778118,4.809352213283231,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,asia,mdr_mycobacterium_tuberculosis,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_asia_year_1930
1930,africa,acinetobacter_baumannii,22.03814232003064,3.3057213480045955,17.63051385602451,19.834328088027576,22.03814232003064,24.241956552033702,28.64958501603983,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,citrobacter_spp.,14.099999999999998,2.82,9.869999999999996,11.984999999999998,14.099999999999998,16.214999999999996,19.739999999999995,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,enterobacter_spp.,25.849999999999994,5.169999999999999,18.094999999999995,21.9725,25.849999999999994,29.727499999999992,36.18999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,enterococcus_faecalis,4.352189314422812,0.6528283971634218,3.48175145153825,3.9169703829805314,4.352189314422812,4.787408245865094,5.6578461087496565,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,enterococcus_faecium,13.643841287549588,2.046576193132438,10.915073030039672,12.27945715879463,13.643841287549588,15.008225416304548,17.736993673814464,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,escherichia_coli,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,klebsiella_pneumoniae,83.8350866348502,12.57526299522753,67.06806930788017,75.45157797136518,83.8350866348502,92.21859529833525,108.98561262530528,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,morganella_spp.,9.4,1.88,6.579999999999998,7.989999999999998,9.4,10.809999999999995,13.159999999999997,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,proteus_spp.,11.749999999999998,2.35,8.224999999999998,9.9875,11.749999999999998,13.512499999999998,16.449999999999996,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,serratia_spp.,21.15,4.23,14.804999999999998,17.9775,21.15,24.3225,29.61,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,pseudomonas_aeruginosa,55.29997551273937,8.294996326910905,44.2399804101915,49.76997796146544,55.29997551273937,60.82997306401332,71.88996816656119,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,staphylococcus_aureus,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,streptococcus_pneumoniae,100.0,15.0,80.0,90.0,100.0,110.0,130.0,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,salmonella_enterica_serovar_typhi,99.40205695224188,14.91030854283628,79.5216455617935,89.4618512570177,99.40205695224188,109.34226264746609,129.22267403791446,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,salmonella_enterica_serovar_paratyphi_a,7.049999999999999,1.41,4.934999999999999,5.992499999999999,7.049999999999999,8.107499999999998,9.869999999999996,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,invasive_non-typhoidal_salmonella_spp.,8.459999999999999,1.692,5.921999999999999,7.190999999999999,8.459999999999999,9.728999999999996,11.843999999999998,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,shigella_spp.,2.35,0.47,1.6449999999999996,1.9975,2.35,2.7024999999999992,3.289999999999999,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,neisseria_gonorrhoeae,0.1149194800160536,0.017237922002408,0.0919355840128429,0.1034275320144482,0.1149194800160536,0.126411428017659,0.1493953240208697,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,streptococcus_pyogenes,18.8,3.76,13.159999999999997,15.979999999999997,18.8,21.62,26.32,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,streptococcus_agalactiae,18.8,3.76,13.159999999999997,15.979999999999997,18.8,21.62,26.32,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,haemophilus_influenzae,9.4,1.88,6.579999999999998,7.989999999999998,9.4,10.809999999999995,13.159999999999997,deaths_per_100k_per_year,synthetic_fallback,synthetic_fallback_region_africa_year_1930
1930,africa,chlamydia_trachomatis,0.0716937362356542,0.0107540604353481,0.0573549889885234,0.0645243626120888,0.0716937362356542,0.0788631098592197,0.0932018571063505,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,vibrio_cholerae,67.05476224591439,10.058214336887158,53.64380979673152,60.34928602132295,67.05476224591439,73.76023847050584,87.17119091968871,deaths_per_100k_per_year,empirical_pattern_extrapolated,based_on_empirical_patterns_region_africa_year_1930
1930,africa,neisseria_meningitidis,6.699000000000002,2.0097000000000005,3.349500000000001,5.024250000000001,6.699000000000002,8.708700000000002,12.058200000000005,deaths_per_100k_per_year,gbd_study_derived,integrated_gbd_enhanced_1930
